full_text,positive_score,negative_score,booster_score,negation_score,policy_score,confidence,suggestion,need_review,positive_words,negative_words,booster_words,negation_words,policy_words,final_label
guys di tengah situasi di mana hampir semua partai politik sudah masuk ke koalisi pemerintah di mana oposisi formal praktis tidak ada di mana dpr sudah tidak bisa diharapkan untuk jadi pengawas yang jujur muncul satu pertanyaan yang serius siapa yang masih berani bicara,12.0,10.0,0,2,2,0.875,positive,False,"guys, tengah, sudah, formal, praktis, sudah, jadi, jujur, muncul, satu, siapa, berani","hampir, semua, politik, masuk, oposisi, ada, yang, yang, serius, yang",,"tidak, tidak","politik, dpr",
just in dpr ungkap dana latihan militer kopdes rp juta per orang,3.0,1.0,0,0,1,0.8533,positive,False,"ungkap, dana, juta",latihan,,,dpr,
when profesi presiden disini tidak lebih baik dari barista kopken,2.5,2.5,1,1,1,0.605,neutral,True,"presiden, baik","lebih, dari",lebih,tidak,presiden,
prabs pernah bilang kepercayaan dunia untuk investasi di indonesia semakin meningkat berbanding terbalik dengan cerita pengusaha martyn terpilowski investor pada kabur dari indo karena di lapangan banyak korupsi yang dilakukan oleh pemerintah sendiri,7.5,10.5,1,0,1,1.0,negative,False,"kepercayaan, dunia, semakin, meningkat, cerita, lapangan, banyak","berbanding, terbalik, pada, kabur, dari, indo, karena, korupsi, yang, sendiri",semakin,,korupsi,
versi hd terpantau bem ui dicegat membawa keranda dan karangan bunga berduka cita oleh polisi bem ui bang abang cukup ngurus mbg ama kdmp ajalah,2.0,2.0,0,0,0,0.49,neutral,True,"bunga, cukup","karangan, berduka",,,,
seskab program magang nasional dibuka juli penghasilan saat magang juta langsung diterima kerja jadi juta btw kenapa yang ngomong sekretaris kabinet ini programnya kementerian ketenagakerjaan pak menterinya literally ada di sebelah dia itu pak yassierli,7.0,5.0,0,0,1,0.8557,positive,False,"juta, langsung, diterima, kerja, jadi, juta, ada","yang, kabinet, sebelah, dia, itu",,,kabinet,
utha levenia masak kalo tidak mengkritisi dibilang buzzer kalo misal apresiasi dibilang buzzer juga densu cuman kamu banyakan apresiasi bukan kritik utha levenia kalo saya kan jelas bang kalau saya dari pemerintah mas media memuji pemerintah sangat boleh tapi ada,9.5,4.5,1,2,0,1.0,positive,False,"masak, apresiasi, apresiasi, kritik, jelas, memuji, sangat, boleh, ada","saya, kalau, saya, dari",sangat,"tidak, bukan",,
bocor prabowo ketahuan buat kebijakan tanpa konsultasi menteri dan kabinetnya sendiri trus dapat masukan darimana bau busuk dimana mana the straits times dan bloomberg menyebut langkah ini sebagai crackdown terbesar prabowo terhadap para konglomerat indonesia dan yang,8.0,8.0,0,0,1,0.5781,neutral,True,"buat, kebijakan, konsultasi, dapat, menyebut, langkah, terbesar, para","bocor, ketahuan, tanpa, sendiri, bau, busuk, sebagai, yang",,,menteri,
bayangin malem malem denger tangisan kirain kuntilanak tidak taunya nanik mbg nangis di ruang tamu,0.0,6.0,0,1,0,1.0,negative,False,,"malem, malem, denger, tangisan, nangis, ruang",,tidak,,
bagaimana jika gibran terbukti melakukan suap apakah dapat dimakzulkan sebagaimana di atur dalam pasal a uud presiden dan atau wakil presiden bisa diberhentikan kalau terbukti pengkhianatan negara korupsi penyuapan tindak pidana berat lain perbuatan tercela jadi,9.0,9.0,0,0,4,0.655,neutral,False,"terbukti, suap, dapat, atur, dalam, presiden, presiden, terbukti, jadi","pasal, kalau, pengkhianatan, korupsi, penyuapan, pidana, berat, lain, tercela",,,"presiden, presiden, negara, korupsi",
paradoks presiden kritik gaji komisaris relawannya diangkat jadi komisaris apakah kita sedang hidup di ba sing se,4.0,2.0,0,0,1,0.8582,positive,False,"presiden, jadi, hidup, sing","paradoks, kritik",,,presiden,
pemerintah gapernah kehabisan kamus untuk asbun,0.0,2.0,0,0,0,0.8333,negative,False,,"gapernah, kehabisan",,,,
syukur mandar kita tidak butuh bgn kalau presiden mau kasih makan orang tidak mampu kenapa ada yayasan kenapa ada sppg kenapa ada partainya sendiri kenapa sekian partai banyak punya dapur segala macem kenapa ada polisi ada tentara kenapa gitu loh bang kan kasih saja,14.0,5.0,0,2,1,1.0,positive,False,"syukur, butuh, presiden, mau, kasih, makan, ada, ada, ada, banyak, punya, ada, ada, kasih","kalau, mampu, sendiri, macem, saja",,"tidak, tidak",presiden,
berita di tv korsel obs keracunan massal mbg terus bermunculan program mbg yang merupakan proyek unggulan presiden indonesia prabowo subianto tengah menghadapi krisis hanya sembilan bulan sejak diluncurkan hal ini dipicu oleh buruknya pengawasan manajemen dan kurangnya,3.0,7.0,0,0,1,1.0,negative,False,"unggulan, presiden, tengah","berita, keracunan, yang, menghadapi, krisis, hanya, bulan",,,presiden,
mbg gagal ikn mangkrak rupiah melemah bumn rugi terus hutan di babat atas nama masa depan hukum keadilan semakin tidak waras program pemerintah tidak ada yang sukses kecuali naikin pajak,5.5,8.5,1,2,3,1.0,negative,False,"hutan, hukum, keadilan, semakin, sukses","gagal, melemah, rugi, atas, waras, ada, yang, pajak",semakin,"tidak, tidak","ikn, rupiah, pajak",
pramono agung baru saja luncurkan program traktir kucing dki traktir kucing transfer informasi dan edukasi kesejahteraan hewan lokasi baru di pasar santa kebayoran baru programnya sterilisasi gratis vaksinasi rabies edukasi warga kuota sterilisasi gratis naik dari,6.0,4.0,0,0,0,0.8194,positive,False,"agung, informasi, kesejahteraan, gratis, gratis, naik","saja, rabies, kuota, dari",,,,
rektor uny bilang siap terima sppg di kampus mahasiswa langsung demo spanduknya berbunyi kampus tempat memasak pikiran bukan tempat memasak mbg respons wakil rektor kotor mengotori lantai mengotori pandangan sementara itu di cilacap titik sppg resmi,6.0,10.0,0,1,3,1.0,negative,False,"siap, terima, langsung, tempat, respons, resmi","demo, tempat, memasak, memasak, kotor, mengotori, mengotori, sementara, itu, titik",,bukan,"kampus, mahasiswa, kampus",
pinter cari tau latar belakang komisaris tapi tidak pinter cari latar belakang calon presiden pas pilpres,3.0,4.0,0,1,1,0.7094,negative,False,"pinter, presiden, pas","cari, tau, pinter, cari",,tidak,presiden,
korupsi itu kan manusiawi ya wtf,2.0,2.0,0,0,1,0.6367,neutral,True,"manusiawi, ya","korupsi, itu",,,korupsi,
demo besar hari ini ribuan pengemudi ojol dan mahasiswa dijadwalkan aksi demo di kawasan monas dan gedung dpr mpr ri hari ini sebanyak personel gabungan diterjunkan untuk mengamankan jalannya aksi sekaligus mengantisipasi kepadatan lalu lintas source tribunx,5.0,3.0,0,0,3,0.8641,positive,False,"besar, aksi, aksi, mengantisipasi, lalu","demo, demo, gabungan",,,"mahasiswa, dpr, mpr",
fun fact selama buka petshop dan pet care entah kenapa banyak banget kucing jalanan yang datang sendiri kalau lagi sakit kayak mereka tahu tempat buat berobat cuma bedanya pakai bpjs versi kucing biasanya kami obatin dulu sampai kondisinya membaik kalau memang,8.5,13.5,1,0,1,1.0,negative,False,"buka, care, banyak, banget, tahu, buat, sampai, memang","entah, jalanan, yang, datang, sendiri, kalau, lagi, sakit, kayak, tempat, cuma, membaik, kalau",banget,,bpjs,
ringkasan yang terjadi di korsel semalam kebijakan dan tingkah presiden yoon seokyeol aneh aneh istrinya ikut campur urusan negara ngelindungin petinggi militer dari kasis kematian anggota tragedi itaewon dia lepas tangan banyak budget kementrian dicut salah,8.0,10.0,0,0,2,0.915,negative,False,"terjadi, kebijakan, presiden, aneh, aneh, campur, tangan, banyak","yang, tingkah, ikut, dari, kematian, anggota, tragedi, dia, lepas, salah",,,"presiden, negara",
pertanyaan untuk parulian ahli dari presiden dekan fakultas hukum ui daniel kuasa hukum penggugat kepada ahli pak parulian tadi mbg dibandingkan dengan mbg di negara negara lain seperti italia swedia perancis inggris brazil india jepang dan as pertanyaan,7.0,2.0,0,0,3,1.0,positive,False,"ahli, presiden, hukum, kuasa, hukum, ahli, seperti","dari, lain",,,"presiden, negara, negara",
teman teman yang terkena phk udah tau belum kalau kalian berhak dapet tunjangan bulanan dari bpjs ketenagakerjaan lewat program jkp buat yang belum tau jkp ini adalah program buat pekerja yang kehilangan pekerjaan karena phk jadi sekarang manfaat jkp itu sebesar dari,10.0,13.0,0,2,1,1.0,negative,False,"kalau, dapet, lewat, buat, tau, buat, pekerja, pekerjaan, jadi, manfaat","yang, terkena, phk, tau, tunjangan, dari, yang, yang, kehilangan, karena, phk, itu, dari",,"belum, belum",bpjs,
info saja nih bem ui hari ini ada demo dalam rangka penolakan reformasi polri yang bersamaan dengan hut polri konsepnya dibawa keranda dengan tulisan kepolisian ri artinya bisa kita nilai sendiri matinya kepolisian ri isi reformasi uu polri usia pensiun naik semua,7.0,8.0,0,0,0,0.6893,negative,False,"ada, dalam, reformasi, nilai, isi, reformasi, naik","info, saja, demo, penolakan, yang, sendiri, pensiun, semua",,,,
pejabat tak ber akhlak kalau bukan karena mbg orang orang didesa jarang makan telor dan daging ayam inilah bentuk penghinaan yang nyata sudah thn negeri ini merdeka seharusnya anda selaku pejabat yang digaji oleh rakyat yang jarang makan telor merasa malu mengucapkan kalimat,9.0,10.0,0,2,0,0.6705,negative,False,"akhlak, karena, makan, bentuk, nyata, sudah, makan, malu, mengucapkan","pejabat, kalau, penghinaan, yang, anda, pejabat, yang, yang, merasa, kalimat",,"tak, bukan",,
momen wartawan diusir presiden lagi hari ini wartawan masih ada di lima menit pertama bapak presiden dengan hormat saya mengundang para wartawan untuk minum kopi saya penutupan kresek kresek kompas tv bawa kamera ke luar,7.0,7.0,0,0,2,0.59,neutral,True,"presiden, ada, presiden, hormat, mengundang, para, bawa","diusir, lagi, saya, minum, saya, penutupan, kompas",,,"presiden, presiden",
terlalu sibuk ngurus mbg jadi tidak sempat lagi latihan baris berbaris,2.5,3.5,1,1,0,0.7464,negative,False,"sibuk, jadi","terlalu, lagi, latihan",terlalu,tidak,,
dari banyaknya donasi yang dibuat oleh masyarakat dan banyaknya dana yang terkumpul bisa disimpulkan bahwa negara ini tidak kekurangan orang baik negara ini cuma kekurangan orang yang mempercayakan uangnya di tangan pemerintah,7.0,6.0,0,1,2,0.7216,positive,False,"banyaknya, banyaknya, dana, kekurangan, baik, mempercayakan, tangan","dari, yang, yang, cuma, kekurangan, yang",,tidak,"negara, negara",
anda capek dengan berita mbg tunggu masih ada berita menarik lainnya pemerintah siapkan penyaluran rumah subsidi bagi karyawan dapur mbg kementerian perumahan dan kawasan permukiman pkp akan menyalurkan unit rumah subsidi kepada karyawan satuan,12.0,4.0,0,0,2,1.0,positive,False,"capek, tunggu, ada, menarik, rumah, subsidi, bagi, karyawan, permukiman, rumah, subsidi, karyawan","anda, berita, berita, unit",,,"subsidi, subsidi",
nangkap koruptor tidak mampu tetapi nangkap yang kecil kecil dah kaya iblis dasar pemerintah zholim ini kalo salah milih deritanya tiada akhir,2.0,8.0,0,1,0,1.0,negative,False,"kaya, tiada","mampu, yang, kecil, kecil, dah, iblis, salah, milih",,tidak,,
menkeu setahun tidak beres bea cukai dibubarin diganti outsource dari swedia swiss udah diputusin presiden,1.0,1.0,0,1,1,0.4833,neutral,True,presiden,dari,,tidak,presiden,
gila ternyata biaya pelatihan manajer kopdes ini perorang juta rupiah juta latihan militer juta untuk substansi koperasi untuk orang jadi t dana segini bisa menggratiskan ukt berapa puluh ribu mahasiswa se indonesia,8.0,1.0,0,0,3,1.0,positive,False,"gila, juta, juta, juta, substansi, koperasi, jadi, dana",latihan,,,"rupiah, ukt, mahasiswa",
vibesnya kayak presiden lagi berkunjung ke taman kanak kanak ditemani ibu negara,2.0,3.0,0,0,2,0.7442,negative,False,"presiden, taman","kayak, lagi, berkunjung",,,"presiden, negara",
guys ada berita hari ini yang menurut saya paling mengungkapkan sekaligus paling memalukan dalam sejarah ekonomi indonesia purbaya yudhi sadewa menteri keuangan membawa laporan perusahaan yang melakukan under invoicing ke makan siang bersama prabowo cpo batu bara,10.0,8.0,2,0,2,0.9716,positive,False,"guys, ada, menurut, dalam, perusahaan, makan, bersama, batu, bara","berita, yang, saya, mengungkapkan, memalukan, laporan, yang","paling, paling",,"ekonomi, menteri",
turut berduka cita atas wafatnya reformasi polri momen bem ui di cegat polisi saat bawa keranda di depan mabes polri kenapa pada takut dah padahal cuma bawa keranda doang kalau demo pro pemerintah di kasih makan dan minum,8.0,10.0,0,0,0,0.8684,negative,False,"reformasi, bawa, takut, bawa, doang, pro, kasih, makan","turut, berduka, atas, cegat, pada, dah, cuma, kalau, demo, minum",,,,
sikap prabowo soal demo mahasiswa mbg dan bbm bbm subsidi pertalite tidak dinaikkan yang naik cuma pertamax buat yang punya alphard ojol yang pake pertamax cuma kok pada sewot mbg tidak dihentikan total cuma dihentikan sementara mbg ditegaskan tidak akan disetop,7.0,11.0,0,3,4,1.0,negative,False,"sikap, subsidi, naik, buat, punya, sewot, dihentikan","soal, demo, yang, cuma, yang, yang, cuma, pada, cuma, dihentikan, sementara",,"tidak, tidak, tidak","mahasiswa, bbm, bbm, subsidi",
ui baru saja mengumukan acara konfrensi rebuplik di batalkan karna ada tekanan dari pihak tertentu izin dicabut mendadak pukul malam hingga dini hari padahal sudah dapat konfirmasi sejak juni bukan keinginan internal kampus tidak narasumber dari pihak jubir,5.0,10.0,0,2,1,1.0,negative,False,"ada, pukul, sudah, dapat, konfirmasi","saja, tekanan, dari, pihak, izin, mendadak, malam, keinginan, dari, pihak",,"bukan, tidak",kampus,
saya liatnya bingung perasaan itu kajian psikologi bukan biologi deal ya ngatain anak ui jgn minta anak ui demo lagi berarti wle,4.0,8.0,0,1,0,1.0,negative,False,"kajian, ya, minta, berarti","saya, bingung, itu, ngatain, anak, anak, demo, lagi",,bukan,,
ini beneran petugas pajak sampe ke spbu buat nagih pajak udah seboncos ini kahh anggaran demi mbg dan kopdes,2.0,3.0,0,0,3,0.7258,negative,False,"beneran, buat","petugas, pajak, pajak",,,"pajak, pajak, anggaran",
tidak mbg sama kopdes bukan yang bikin rupiah ambruk secara langsung tapi dua program ini turut bikin keuangan negara makin kepepet dan itu berefek ke rupiah prosesnya gini kalau pengeluaran negara jauh lebih gede dari pemasukannya pemerintah harus ngutang lebih banyak,10.5,9.5,3,2,4,0.852,positive,False,"sama, yang, langsung, dua, makin, lebih, gede, lebih, banyak","ambruk, turut, itu, kalau, pengeluaran, jauh, dari, harus","makin, lebih, lebih","tidak, bukan","rupiah, negara, rupiah, negara",
pencucian uang dengan aman bagi mereka yang menumpuk uang haram pemerintah menyediakan cara mencucinya dengan legal beli patriot bond kartunmajalahtempo,5.0,4.0,0,0,0,0.7125,positive,False,"aman, bagi, menyediakan, beli, patriot","yang, menumpuk, haram, cara",,,,
juni bgn tutup portal mitra tak ada lagi akses untuk dirikan dapur mbg yang baru juli dukung mbg kapolri targetkan pembangunan sppg tahun ini,3.0,4.0,0,1,0,0.6529,negative,False,"mitra, akses, dukung","tutup, ada, lagi, yang",,tak,,
list beasiswa untuk maba beasiswa fund indonesia batch pendaftaran juli tanggal nya belum tau kampus target ui ugm unair unpad ipb its undip ub unhas uin jakarta dan unj,2.0,1.0,0,1,1,0.6259,positive,True,"pendaftaran, tau",tanggal,,belum,kampus,
penghasil nikel no dunia cpo no dunia batubara no dunia belum sumber daya alam lainnya anehnya biaya operasional negara ini diambil dari rakyat melalui berbagai macam jenis pajak sudah sangat layak negara ini bubar kalau hanya untuk menyusahkan masyarakat,10.5,5.5,1,1,3,1.0,positive,False,"dunia, dunia, dunia, alam, melalui, berbagai, sudah, sangat, layak, menyusahkan","anehnya, dari, pajak, kalau, hanya",sangat,belum,"negara, pajak, negara",
tw r word indonesia masih gelap kita tidak boleh lupa bagaimana prabowo gibran mengubah indonesia emas jadi indonesia gelap dalam hari kabinet super gemoy anggarannya ngos ngosan makan tidak bergizi dan tidak gratis dan tidak transparan oke gas oke gas,8.0,9.0,0,4,1,0.6462,negative,True,"lupa, emas, jadi, dalam, super, makan, oke, oke","gelap, boleh, gelap, kabinet, bergizi, gratis, transparan, gas, gas",,"tidak, tidak, tidak, tidak",kabinet,
kpk tegaskan pengembalian amplop menhut raja juli antoni tak hapus dugaan pidana pelaksana tugas direktur penyidikan komisi pemberantasan korupsi kpk achmad taufik husein mengingatkan menteri kehutanan menhut raja juli antoni bahwa pengembalian amplop yang diduga berkaitan,7.0,5.0,0,1,2,0.8533,positive,False,"amplop, hapus, direktur, komisi, mengingatkan, amplop, berkaitan","dugaan, pidana, tugas, korupsi, yang",,tak,"korupsi, menteri",
momen debat denny dan jubir pemerintah denny mbg triliun kroninya yang korupsi presiden dengar apa pura pura levenia dengar kok bang sekarang refocus ke daerah t denny yang korupsi orang dalamnya sendiri kok kamu jual presiden tulus mulu levenia saya ke,8.0,7.0,0,0,4,0.7715,positive,False,"debat, presiden, dengar, dengar, jual, presiden, tulus, mulu","yang, korupsi, apa, yang, korupsi, sendiri, saya",,,"korupsi, presiden, korupsi, presiden",
dasco baru saja mengumukan perusahaan otomotif yang mau pindah ke vietnam ditunda sebnayak buruh tidak jadi di phk alasan mereka pindah regulasi yang berubah ubah satgas mitigasi phk turun langsung ke lapangan dialog dengan investor tanya keluhan relokasi,9.0,8.0,0,1,0,0.6918,positive,False,"perusahaan, mau, pindah, pindah, turun, langsung, lapangan, dialog, tanya","saja, yang, jadi, phk, alasan, yang, phk, keluhan",,tidak,,
gila ni orang klarifikasi orang meninggal sambil dia tertawa sambil ketawa kecil loh nir empaty final boss memang pemerintah kali ini,5.0,3.0,0,0,0,0.8452,positive,False,"gila, tertawa, ketawa, final, memang","meninggal, dia, kecil",,,,
